epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.9086,1.37759,5.93178,1.14605,0,0,0,0,1.74255,7.3045,1.25381,0.00125,0.00125,0.00125
